topic_id,event_id
LXAf0kXAKcDM101rNBdJ,OiKFo7nNy4gsLARMI6zP
LXAf0kXAKcDM101rNBdJ,ah0Io8qTy2I6RjsTHTeS
MJnDFwit09hLwa9T869f,FLuzAE5dm4qazOoE4QaF
MJnDFwit09hLwa9T869f,AkUH6sty9Lv2WuTTXRD9
MS7pv54zrhUr3FL3rmJu,wIKPzNydyOA8KbRKHE5a
MS7pv54zrhUr3FL3rmJu,AkUH6sty9Lv2WuTTXRD9
MS7pv54zrhUr3FL3rmJu,Ri7THJYVq8VeyDjrJZS8
NKpuHPFOMLsCgTwgcHX9,OiKFo7nNy4gsLARMI6zP
NKpuHPFOMLsCgTwgcHX9,7RlnzfjxyxYTH0ajcVQK
NKpuHPFOMLsCgTwgcHX9,wIKPzNydyOA8KbRKHE5a
NKpuHPFOMLsCgTwgcHX9,vXyzxEkaeEFoAcKQEeia
NgqW0WIpOqn6lgiInybe,7RlnzfjxyxYTH0ajcVQK
NgqW0WIpOqn6lgiInybe,AkUH6sty9Lv2WuTTXRD9
NgqW0WIpOqn6lgiInybe,wIKPzNydyOA8KbRKHE5a
NgqW0WIpOqn6lgiInybe,XtVckzGBhhXrczpk2wBW
NhxEw2QAIrvfKtWj3jWw,OiKFo7nNy4gsLARMI6zP
NhxEw2QAIrvfKtWj3jWw,FLuzAE5dm4qazOoE4QaF
NhxEw2QAIrvfKtWj3jWw,zDLn38DfCkx1JTQfW7bl
NvzFEfaG6ZVZOzCL6oZi,wIKPzNydyOA8KbRKHE5a
NvzFEfaG6ZVZOzCL6oZi,XtVckzGBhhXrczpk2wBW
PPDctBeP0CJft1MFeAC8,FLuzAE5dm4qazOoE4QaF
PPDctBeP0CJft1MFeAC8,XtVckzGBhhXrczpk2wBW
Pl9XOn5DOwkr51BNH2hh,FLuzAE5dm4qazOoE4QaF
Pl9XOn5DOwkr51BNH2hh,vXyzxEkaeEFoAcKQEeia
PoUrwgMfuXEibcipRMM4,FLuzAE5dm4qazOoE4QaF
PoUrwgMfuXEibcipRMM4,ah0Io8qTy2I6RjsTHTeS
QIx0bqPEjthH7vViEhlP,zDLn38DfCkx1JTQfW7bl
QIx0bqPEjthH7vViEhlP,XtVckzGBhhXrczpk2wBW
QIx0bqPEjthH7vViEhlP,HTmIYhVrz22i3PjxdS0h
QIx0bqPEjthH7vViEhlP,vXyzxEkaeEFoAcKQEeia
QdwkFxZGRJlXljzJBtz9,OiKFo7nNy4gsLARMI6zP
QdwkFxZGRJlXljzJBtz9,FLuzAE5dm4qazOoE4QaF
QdwkFxZGRJlXljzJBtz9,Ri7THJYVq8VeyDjrJZS8
QlyL9rV0Ups7Teg50p7C,Ri7THJYVq8VeyDjrJZS8
QlyL9rV0Ups7Teg50p7C,XtVckzGBhhXrczpk2wBW
QlyL9rV0Ups7Teg50p7C,AkUH6sty9Lv2WuTTXRD9
QlyL9rV0Ups7Teg50p7C,vXyzxEkaeEFoAcKQEeia
QnMEfvJp90FiAYeNtnXb,Ri7THJYVq8VeyDjrJZS8
QnMEfvJp90FiAYeNtnXb,FLuzAE5dm4qazOoE4QaF
QnMEfvJp90FiAYeNtnXb,XtVckzGBhhXrczpk2wBW
QnMEfvJp90FiAYeNtnXb,vXyzxEkaeEFoAcKQEeia
Qq1TpRiXFWMxooMqijVt,FLuzAE5dm4qazOoE4QaF
Qq1TpRiXFWMxooMqijVt,zDLn38DfCkx1JTQfW7bl
Qq1TpRiXFWMxooMqijVt,AkUH6sty9Lv2WuTTXRD9
Qq1TpRiXFWMxooMqijVt,HTmIYhVrz22i3PjxdS0h
S6GtIWAGWDQXstwOMsxM,ZeztgNNzU3DbAZNdVQbt
S6GtIWAGWDQXstwOMsxM,vXyzxEkaeEFoAcKQEeia
SVBo1xoP6wqVOYRaY51q,FLuzAE5dm4qazOoE4QaF
SVBo1xoP6wqVOYRaY51q,vXyzxEkaeEFoAcKQEeia
TP5bSx8XiFR5Mhs98UPS,OiKFo7nNy4gsLARMI6zP
TP5bSx8XiFR5Mhs98UPS,FLuzAE5dm4qazOoE4QaF
TP5bSx8XiFR5Mhs98UPS,XtVckzGBhhXrczpk2wBW
TkX92j12vULJx4imdK55,7RlnzfjxyxYTH0ajcVQK
TkX92j12vULJx4imdK55,wIKPzNydyOA8KbRKHE5a
U3yJP2gjVAZV5h2JzNxY,FLuzAE5dm4qazOoE4QaF
U3yJP2gjVAZV5h2JzNxY,HTmIYhVrz22i3PjxdS0h
U3yJP2gjVAZV5h2JzNxY,XtVckzGBhhXrczpk2wBW
U3yJP2gjVAZV5h2JzNxY,7RlnzfjxyxYTH0ajcVQK
U82cTKzPvQ8Jl1jByxpe,ZeztgNNzU3DbAZNdVQbt
U82cTKzPvQ8Jl1jByxpe,XtVckzGBhhXrczpk2wBW
U82cTKzPvQ8Jl1jByxpe,HTmIYhVrz22i3PjxdS0h
U82cTKzPvQ8Jl1jByxpe,OiKFo7nNy4gsLARMI6zP
UAUwl0DaojqWo5PD1hl8,FLuzAE5dm4qazOoE4QaF
UAUwl0DaojqWo5PD1hl8,AkUH6sty9Lv2WuTTXRD9
UAUwl0DaojqWo5PD1hl8,HTmIYhVrz22i3PjxdS0h
UAUwl0DaojqWo5PD1hl8,ah0Io8qTy2I6RjsTHTeS
UUVQPnkru2xj8tnf9x9r,OiKFo7nNy4gsLARMI6zP
UUVQPnkru2xj8tnf9x9r,7RlnzfjxyxYTH0ajcVQK
UUVQPnkru2xj8tnf9x9r,HTmIYhVrz22i3PjxdS0h
UUVQPnkru2xj8tnf9x9r,ZeztgNNzU3DbAZNdVQbt
UbT3ZT9TokEuDlA3yap5,7RlnzfjxyxYTH0ajcVQK
UbT3ZT9TokEuDlA3yap5,OiKFo7nNy4gsLARMI6zP
UiN8egrbml9767vx9jT5,FLuzAE5dm4qazOoE4QaF
UiN8egrbml9767vx9jT5,wIKPzNydyOA8KbRKHE5a
UiN8egrbml9767vx9jT5,AkUH6sty9Lv2WuTTXRD9
UiPSbzGwIdu94dj1WKN4,FLuzAE5dm4qazOoE4QaF
UiPSbzGwIdu94dj1WKN4,ah0Io8qTy2I6RjsTHTeS
UleYx7RFuAD5OD6KsFhE,FLuzAE5dm4qazOoE4QaF
UleYx7RFuAD5OD6KsFhE,XtVckzGBhhXrczpk2wBW
UleYx7RFuAD5OD6KsFhE,wIKPzNydyOA8KbRKHE5a
V0dkfSPE4GP6d5lpNaHz,FLuzAE5dm4qazOoE4QaF
V0dkfSPE4GP6d5lpNaHz,ZeztgNNzU3DbAZNdVQbt
V0dkfSPE4GP6d5lpNaHz,7RlnzfjxyxYTH0ajcVQK
V0dkfSPE4GP6d5lpNaHz,Ri7THJYVq8VeyDjrJZS8
V8mRVC0MDmkQBgs9erqT,wIKPzNydyOA8KbRKHE5a
V8mRVC0MDmkQBgs9erqT,7RlnzfjxyxYTH0ajcVQK
VAnenwbQKHPSvIjWV7pC,OiKFo7nNy4gsLARMI6zP
VAnenwbQKHPSvIjWV7pC,Ri7THJYVq8VeyDjrJZS8
VAnenwbQKHPSvIjWV7pC,zDLn38DfCkx1JTQfW7bl
VAnenwbQKHPSvIjWV7pC,AkUH6sty9Lv2WuTTXRD9
VWv2kzIsYMLNk5oxEMFe,FLuzAE5dm4qazOoE4QaF
VWv2kzIsYMLNk5oxEMFe,AkUH6sty9Lv2WuTTXRD9
VWv2kzIsYMLNk5oxEMFe,7RlnzfjxyxYTH0ajcVQK
VZIeapLeWOyH46gjSCRP,zDLn38DfCkx1JTQfW7bl
VZIeapLeWOyH46gjSCRP,vXyzxEkaeEFoAcKQEeia
VywCsA2V8nQnV6XH1RG2,FLuzAE5dm4qazOoE4QaF
VywCsA2V8nQnV6XH1RG2,XtVckzGBhhXrczpk2wBW
VywCsA2V8nQnV6XH1RG2,zDLn38DfCkx1JTQfW7bl
WBp41ROA3KlO0ByzXmRS,FLuzAE5dm4qazOoE4QaF
WBp41ROA3KlO0ByzXmRS,Ri7THJYVq8VeyDjrJZS8
WBp41ROA3KlO0ByzXmRS,wIKPzNydyOA8KbRKHE5a
XVmOnQaXkN0SrR4L2Cqf,FLuzAE5dm4qazOoE4QaF
XVmOnQaXkN0SrR4L2Cqf,HTmIYhVrz22i3PjxdS0h
XVmOnQaXkN0SrR4L2Cqf,7RlnzfjxyxYTH0ajcVQK
XVmOnQaXkN0SrR4L2Cqf,Ri7THJYVq8VeyDjrJZS8
XjCp9loWyVJVNkl15Rhj,OiKFo7nNy4gsLARMI6zP
XjCp9loWyVJVNkl15Rhj,ZeztgNNzU3DbAZNdVQbt
XjCp9loWyVJVNkl15Rhj,vXyzxEkaeEFoAcKQEeia
XmA3Xs8W1Xov6QoiC9Q1,wIKPzNydyOA8KbRKHE5a
XmA3Xs8W1Xov6QoiC9Q1,FLuzAE5dm4qazOoE4QaF
YCi7nXE9o4izX8kl87wS,HTmIYhVrz22i3PjxdS0h
YCi7nXE9o4izX8kl87wS,7RlnzfjxyxYTH0ajcVQK
YCi7nXE9o4izX8kl87wS,OiKFo7nNy4gsLARMI6zP
YIHBlCG4V2ebaFyOH4bZ,FLuzAE5dm4qazOoE4QaF
YIHBlCG4V2ebaFyOH4bZ,Ri7THJYVq8VeyDjrJZS8
YIHBlCG4V2ebaFyOH4bZ,HTmIYhVrz22i3PjxdS0h
YIHBlCG4V2ebaFyOH4bZ,AkUH6sty9Lv2WuTTXRD9
YN6sWxsWiErswgs9UaoT,wIKPzNydyOA8KbRKHE5a
YN6sWxsWiErswgs9UaoT,vXyzxEkaeEFoAcKQEeia
YZ1rH9CLzpmVQUhWLw5e,AkUH6sty9Lv2WuTTXRD9
YZ1rH9CLzpmVQUhWLw5e,HTmIYhVrz22i3PjxdS0h
YyfjnhJ84S5XvwMrBu0N,ah0Io8qTy2I6RjsTHTeS
YyfjnhJ84S5XvwMrBu0N,OiKFo7nNy4gsLARMI6zP
YyfjnhJ84S5XvwMrBu0N,7RlnzfjxyxYTH0ajcVQK
YyfjnhJ84S5XvwMrBu0N,zDLn38DfCkx1JTQfW7bl
ZAdCNNsmsUjfqIH0m3Px,7RlnzfjxyxYTH0ajcVQK
ZAdCNNsmsUjfqIH0m3Px,ZeztgNNzU3DbAZNdVQbt
ZAdCNNsmsUjfqIH0m3Px,HTmIYhVrz22i3PjxdS0h
ZAdCNNsmsUjfqIH0m3Px,AkUH6sty9Lv2WuTTXRD9
ZDsDi5uzFybyTHDyg7Sh,FLuzAE5dm4qazOoE4QaF
ZDsDi5uzFybyTHDyg7Sh,vXyzxEkaeEFoAcKQEeia
Zm98HOrjLwwudUq56iax,FLuzAE5dm4qazOoE4QaF
Zm98HOrjLwwudUq56iax,AkUH6sty9Lv2WuTTXRD9
Zm98HOrjLwwudUq56iax,HTmIYhVrz22i3PjxdS0h
a2GxJjEheT7kCjuYBJHO,Ri7THJYVq8VeyDjrJZS8
