comment_id,comment_view,notified_at,updated_at,reason,parent_topic_id,created_at,ref_id,parent_comment_id
1oPpxh4IPCI4Qosqi6Oe,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ในเรื่องความหลากหลายของ สสร. ต้องมีการกำหนดการคัดกรองคุณสมบัติเรื่องการเปลี่ยนอาชีพของผู้สมัคร สสร. เช่น เคยเป็นทหารมาหรือไม่,4CGZkWkBlX9VNSkBJEGI,2025-07-02T10:20:23.720Z,C241,
1wVZ9dJdghCbiibyjjhT,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องทำให้รัฐธรรมนูญเป็นเรื่องที่ง่ายก่อน ไม่ใช่แค่เรื่องของคนในเมืองและคนมีการศึกษา,qq5SykirmTIWsbbBDARc,2025-07-02T10:20:23.720Z,C288,
21xzPjI0y5gi4Aph4m30,เห็นด้วย,2025-09-15T04:21:52.511Z,2025-09-15T04:21:52.511Z,รวมถึงการพัฒนาเทคโนโลยีทางอวกาศ,yaBWRUKJeB6kxCpL8yQM,2025-09-15T04:21:07.596Z,,
29hh88S9mdWtZKHCq81w,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เป็นผู้เชื่อมโยง เป็นคนทำ public hearing มากกว่า,Qq1TpRiXFWMxooMqijVt,2025-07-02T10:20:23.720Z,C323,
2BudDxi5LOqpoI5mSY1W,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,representative ไม่ควรถูก dominate จากด้านใดด้านหนึ่ง ไม่งั้นจะมีการเอื้อประโยชน์แก่คนกลุ่มหนึ่ง,hHM0HVjqwKVeG9AWTAZF,2025-07-02T10:20:23.720Z,C277,
2DLIkmGi9QD7O0DFCX6M,เห็นด้วย,2025-09-15T04:20:21.895Z,2025-09-15T04:20:21.895Z,เทคโนโลยีควรถูกใช้ในการพัฒนาสังคมในทุกมิติ: การเกษตร การศึกษา การแพทย์,yaBWRUKJeB6kxCpL8yQM,2025-09-15T04:20:21.895Z,,
2IYwMTNCuKiBvg5CrRng,เห็นด้วย,2025-09-09T10:51:43.209Z,2025-09-09T10:51:43.209Z,ทนายอาสามักแนะนำให้ “รับสารภาพไปเถอะ” เพื่อให้โทษลดลง ทำให้ผู้ต้องขังบางส่วนรู้สึกว่าไม่ได้รับข้อมูลสิทธิทางกฎหมายอย่างรอบด้าน,YyfjnhJ84S5XvwMrBu0N,2025-09-09T10:51:43.209Z,,
2JF1mfc4itr32VkF0rw6,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ระบบของกลุ่มผู้เชี่ยวชาญต้องมี body ที่ชัดเจน ไม่ใช่กลุ่มลอย ๆ แบบอิสระ,ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:20:23.720Z,C188,Dxx97EmKFLXfJRoEzH06
2RG6qc2tztDlZvp1tvOF,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เอาไปวิเคราะห์ว่าก่อนร่าง รธน. ว่า รธน. จากสสร. ที่รับเลือกมันควรเป็นแบบไหน และรธน. ที่ออกมาหลังร่างเป็นยังไง,JkV4OtnlhvCzKVDYLx7h,2025-07-02T10:20:23.720Z,C82,
2YrIjZBWcnae1K9T2lyO,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เห็นด้วย ต้องมีกระบวนการคัดกรองที่โปร่งใส และมีความเป็นธรรมและไม่ใช่เพียงเจ้าหน้าที่รัฐเป็นคนคัดกรอง แต่ต้องมีภาคประชาสังคมเข้ามาคัดกรองด้วย,ioBTEBAqB3GfzOzop0K3,2025-07-02T10:20:23.720Z,C5,AxjNgQeYOaAMea6LevWg
2kzHxeeLZMZrNsMMtEO1,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่จำเป็นต้องจบปริญญาตรี จบมัธยมก็สามารถเป็นสสร.ได้,8vddQeCXJp9iuCwsqe7l,2025-07-02T10:20:23.720Z,C217,hlIA18qqDJTqmloRSuBh
2oTgVMnu79oIKsm5Vg8L,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรมีการกำหนดผู้แทนในระดับจังหวัด,2rIAoKtf0uRsbMDTZ6kE,2025-07-02T10:20:23.720Z,C31,
2qHMh3tWHIyUfluO5wGI,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ให้ความสำคัญกับเกษตรกร ที่เป็นกระดูกสันหลังของชาติ,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C313,
34O9apAzLZnufCje8FBU,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องไม่เป็นกลุ่มตัวแทนของคณะใดคณะหนึ่ง,nrEaDmep95iroWpISISA,2025-07-02T10:20:23.720Z,C17,
38dFaF7XRwgMJPWEHQMH,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรมีการเช็คว่าได้ทำตามสัญญาเวลาที่หาเสียงไหม,w1UaINJpdc3KsocCvWSD,2025-07-02T10:20:23.720Z,C197,
3LsaCn2VOnpowHnit8AK,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,อยากให้ประชาชนสนใจการเลือกตั้ง สสร. เพราะเป็นการเลือกตั้งทางตรง ที่ผ่านมาเราเน้นการเลือกตั้งทางอ้อม ผ่านตัวแทนมากกว่า,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C314,
3Nd3Mhgbg5c2OMgIaFKV,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้ดำรงตำแหน่ง สสร. ต้องไม่มีงานประจำ ณ วันที่ได้รับตำแหน่ง,59G9i7h4GZtz0ScSAn0C,2025-07-02T10:20:23.720Z,C173,
3RVRhk13WGME6sRVAHbi,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. ต้องมีเอกสิทธิ์ในการแสดงความเห็น ไม่ว่าจะเรื่องใดๆ,yhZRzAUfUTa7emEn5TrG,2025-07-02T10:20:23.720Z,C100,
3f6xflafqY193qEJofSD,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้เชี่ยวชาญเป็นผู้เล่นรอง ใช่ แต่ความเชี่ยวชาญไม่สำคัญเท่าการ push agenda ความอยากแก้รัฐธรรมนูญ (จากกลุ่มหลากหลาย),ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:20:23.720Z,C186,Dxx97EmKFLXfJRoEzH06
3x4Sj02hli6Lad5vqgih,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,คิดถึงไอเดียของเยอรมัน เขาใช้วิธีการแต่ละรัฐเลือกมารวม 60 คน พอตัวแทนแต่ละรัฐไปคุย เขาก็มีตุ๊กตาของรัฐธรรมนูญมาของตัวเอง แล้วเอาไปรวม,Qq1TpRiXFWMxooMqijVt,2025-07-02T10:20:23.720Z,C318,
41P0raW72m7NROWaKKHH,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,คดีการเมือง เช่น 112 ไม่ควรถูกกีดกัน,w1UaINJpdc3KsocCvWSD,2025-07-02T10:20:23.720Z,C193,pvgzXQmEqXcLkAu72Asi
479kPEmbjn8xopPmhPWz,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,หลาย ๆ ประเทศ ลดเพดานอายุผู้มีสิทธิเลือกตั้งแล้ว เช่น ออสเตรีย 16 ปี,pegZwJVtwSuC87fEl0UZ,2025-07-02T10:20:23.720Z,C255,
4JP4RkQa9wFHvjR5mKM9,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,กกต.จัดการเลือกตั้งอย่างเป็นอิสระ ไม่ผ่าน มท. โดยเปิดรับสมัครอาสาสมัคร ผ่านการฝึกอบรม เพื่อทำหน้าที่ประจำหน่วยเลือกตั้ง (ไม่ผ่าน มท.),f8RGpxZJ7dQCu4DY6KRj,2025-07-02T10:20:23.720Z,C23,ezGtPQ5kNoPJcx6H2kek
4Oyb9X2JiSOQ2NsgNUvQ,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่เชื่อในความอิสระ (เลือกใครก็ได้เข้ามา) ควรมีการคำนึงถึงชนกลุ่มน้อย ต้องมีการวางโควตาเป็นสัดส่วนที่ชัดเจน,tB7DEtiqE3Wvd4N16LQd,2025-07-02T10:20:23.720Z,C226,
4QVtqJ2F6kompUmf2Oa9,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ตัววัดผลเรื่องการสื่อสารคือจำนวนผู้ลงคะแนน เนื่องจากเดิมมันมีคนมาใช้เสียงน้อย,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C306,
4SAc9JbRnJzLkbxT2lGD,เห็นด้วย,2025-09-09T10:59:06.084Z,2025-09-09T10:59:06.084Z,ผู้ต้องขังระหว่างฯ ต้องมีสิทธิที่จะเป็นผู้บริสุทธิจนกว่าจะมีคำตัดสินจากศาล,S6GtIWAGWDQXstwOMsxM,2025-09-09T10:59:06.084Z,,
4X08Qgzc8qLT7f0oxrok,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ภูมิศาสตร์ไม่ได้สะท้อนความต้องการเสมอไป แต่ว่าเป็นเกณฑ์ที่ง่ายที่สุดเพื่อให้คนไปออกเสียง,2rIAoKtf0uRsbMDTZ6kE,2025-07-02T10:20:23.720Z,C68,65HbF76CoG7Fg9Qa1QQr
4f5lgmo519h3AstfALXd,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สภา/ครม. สามารถกำหนด อำนวยความสะดวกให้ได้ และเปิดกว้างให้กระบวนการ,KxylHYyk2a6LnAUMKuCA,2025-07-02T10:20:23.720Z,C84,
4pQqbJ5LZ7RI5fu9umf0,เห็นด้วย,2025-11-27T08:36:33.183Z,2025-11-27T08:36:33.183Z,การถูกเลิกจ้างกลางคันเพราะนายจ้างตรวจพบประวัติอาชญากรรม ทำให้ตนต้องกลับไปยุ่งเกี่ยวกับยาเสพติด และกลับเข้าเรือนจำเป็นครั้งที่สอง,BT8x8rmFStJjIMvPB10J,2025-11-27T08:36:33.183Z,,
4s79ptlfhMcDxsItHkEf,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. ต้องประกอบด้วยกลุ่มคนที่หลากหลายประเด็น อาชีพและความคิดเห็น,4CGZkWkBlX9VNSkBJEGI,2025-07-02T10:20:23.720Z,C247,ykgFSLJiZZMo0ZNGF98c
4uRVTmJIXAKI74O9D0EG,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้เชี่ยวชาญควรมาคุยกันเองก่อน เพื่อตกผลึก agenda ของกลุ่มตัวเอง เพื่อเป็นแก่นในการร่างกฎหมายต่อไป,ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:20:23.720Z,C185,
58ithehzptkJMMwctHDz,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่จำเป็นต้องเชี่ยวชาญเรื่องกฎหมายอย่างเดียว,JrrSMrVIPnXKGeNiUZIJ,2025-07-02T10:20:23.720Z,C285,
59M9dWEMl17SWuTB8at1,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ตัวแทนภูมิภาคจะสร้างเงื่อนไขที่เป็นตัวแทนกลุ่มอาชีพ,2rIAoKtf0uRsbMDTZ6kE,2025-07-02T10:20:23.720Z,C67,65HbF76CoG7Fg9Qa1QQr
5Kc5WiGAPZOaQ48LVKYa,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เสนอกลุ่มให้ครบ ครอบคลุมความหลากหลายและความเป็นตัวแทน,lY0oZzdYo9y3zFhhYnmy,2025-07-02T10:20:23.720Z,C78,
5PziCqrcjcQn0mdve1dd,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. ควรอยู่ใน role education เรื่องรัฐธรรมนูญดีกว่า เพื่อสื่อสารกับคนในระยะยาว มากกว่าการมีอำนาจ,Zm98HOrjLwwudUq56iax,2025-07-02T10:20:23.720Z,C276,
65HbF76CoG7Fg9Qa1QQr,ไม่เห็นด้วย,2025-09-09T11:24:42.235Z,2025-09-09T11:24:42.235Z,สสร ควรเป็นตัวแทนตามพื้นที่ เพราะต่างที่ ต่าง concern,2rIAoKtf0uRsbMDTZ6kE,2025-09-09T11:24:42.235Z,,
6IiJd0Jva4coeITiZLkX,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,คิดว่าตอนนี้ใช้ Agenda Driven แล้ว มันมีเวทีที่ Empowering มากมาย,hHM0HVjqwKVeG9AWTAZF,2025-07-02T10:20:23.720Z,C278,nwAHKB5cLzw3drCmB3nu
6UnuQzHGUPOfXycF5Qdr,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร.ควรย้อนกลับไปดูบทเรียนในอดีต เพราะปี 2557 เกิดจากการรัฐประหาร ยอมไม่ได้,UiPSbzGwIdu94dj1WKN4,2025-07-02T10:20:23.720Z,C339,
6Vllrhu21GuKubGMmXjI,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่ควรกีดกันผ่านกระบวนการรับสมัครตั้งแต่ต้น ไม่ควรกำหนดคุณสมบัติ แต่ให้ประชาชนเป็นคนเลือกเอง,mMeEpUAziHDhG50zT935,2025-07-02T10:20:23.720Z,C103,bWRjIZZGV3aZFQyJyp5t
6XLomAWU3PWC5FRTYsWy,เห็นด้วย,2025-11-27T08:40:42.290Z,2025-11-27T08:40:42.290Z,เพราะมองว่าการช่วยเหลือด้วยเงินไม่เพียงพอ อยากให้คุ้มครองการใช้ชีวิตในแง่อื่นร่วมด้วย “บางเรื่องเราแบกคนเดียวไม่ได้”,KGlNY6Z1v9IK1r2wc172,2025-11-27T08:40:42.290Z,,
6qc83SLS8vUBscnvHScr,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรมีตัวแทนในเชิงวิชาชีพด้วย เพื่อสะท้อนผลประโยชน์ของอาชีพและชนชั้นของตนเอง,cwMYFZkBcDAT64xVGPYi,2025-07-02T10:20:23.720Z,C89,0ThNahMU1b2LXwUr6v2P
6s7QB9dAbnIZXDPfduhW,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรเพิ่มงบประมาณวิจัยเพื่อพัฒนาประเทศให้ดีขึ้น,XjCp9loWyVJVNkl15Rhj,2025-07-02T10:20:23.720Z,C342,
79Vidtqbv5i4f7Sk6hJk,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เพื่อเพิ่ม political education ส่งเสริมการมีส่วนร่วมของประชาชน,U3yJP2gjVAZV5h2JzNxY,2025-07-02T10:20:23.720Z,C58,
7CuyytV2YeD72AOrD8vX,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,บางคนอาจจะไม่มีรายได้เยอะพอดูแลตัวเอง ควรให้มีอาชีพอื่นได้,oRaHQAaxlJ5gKS85cssh,2025-07-02T10:20:23.720Z,C8,
7QahlvuPEPJwTuRyQRhl,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมีแนวทางแนะนำตัวที่ไม่ได้จบแค่ใบสมัครบนกระดาษ,AaA3IdPpPRmGriTmLm26,2025-07-02T10:20:23.720Z,C42,
7X1JlF87yIiaCeQtVekI,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เพราะสสร.ไม่สามารถ independent ได้แล้ว แต่ให้เปิดเผยไปเลยว่าคุณมีเฉดแบบไหน,PPDctBeP0CJft1MFeAC8,2025-07-02T10:20:23.720Z,C129,
7ZImdY1Go5bjHVzwktSd,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,อินโดนีเซียไม่เอาทหารมาเกี่ยวพันกับการร่างรัฐธรรมนูญ,1nja4ZhMvSVsjlVvtx9r,2025-07-02T10:20:23.720Z,C45,
7ylAbqOFz4Delu2OOW2k,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. ต้องไม่มีความเกี่ยวโยงกับคณะรัฐประหาร เพื่อไมให้เอื้อต่อการคงอยู่ของระบอบเดิม,VWv2kzIsYMLNk5oxEMFe,2025-07-02T10:20:23.720Z,C170,
85doAtpvyQsaQz8HxYo0,เห็นด้วยบางส่วน,2025-11-27T08:37:18.814Z,2025-11-27T08:37:18.814Z,จะล้างหรือไม่ล้างประวัติอาชญากรรมก็ได้ ขอแค่พ้นโทษออกมาแล้วไม่ถูกสังคมกีดกันก็พอ,BT8x8rmFStJjIMvPB10J,2025-11-27T08:37:18.814Z,,q1FfU02VjBxgKUOBpaHC
8HH5LPFod9GtBdEwfyop,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เปิดรับสมัครทั้งผู้เชี่ยวชาญและประชาชนทั่วไปเป็นคณะที่ปรึกษาทำงานร่วมกับ สสร.,04igkOa0KDKz9yfJogEo,2025-07-02T10:20:23.720Z,C73,
8KB4RO4UNHd7UzARi3GC,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่จำเป็นต้องมีอำนาจตัดสินใจ แต่ต้องเป็นคณะทำงานเพื่อให้ความเห็นให้เนื้อหาไม่เบี้ยวไป,lY0oZzdYo9y3zFhhYnmy,2025-07-02T10:20:23.720Z,C76,
8NhqIUeHzeVsGCN0S3Mu,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่ให้ผู้ฉกฉวยอำนาจ (ทหาร ตำรวจ) เข้ามามีส่วนร่วม,aCL83gC4Gh7cOdX9XhxE,2025-07-02T10:20:23.720Z,C271,
8Pfg0nL2qGmJCZ8oLRd0,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,หลีกเลี่ยงพื้นที่เล็กยิ่งดี เพราะสามารถหลีกเลี่ยงปัญหาเรื่องหัวคะแนนได้,U3yJP2gjVAZV5h2JzNxY,2025-07-02T10:20:23.720Z,C59,zxhpNMPKlP69hrkoRI3q
8UEGM5MvQVmL16SxPOo5,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,มีจำนวน 100-150 คน แต่ตัวแทนจังหวัดต้องไม่เหมือนการเลือก สว. ในปี 67,8WtlnkWM0PlR19PBZTR8,2025-07-02T10:20:23.720Z,C61,
8uVu800AdLniyyJshTlO,เห็นด้วย,2025-09-05T10:21:00.912Z,2025-09-05T10:21:00.912Z,รัฐควรสนับสนุนให้เด็กและเยาวชนสามารถเข้าถึงระบบการศึกษาได้อย่างเท่าเทียม รวมทั้งการสร้างสภาพแวดล้อมที่เอื้อต่อการศึกษา,wODKVw70M0C8blVDMpfL,2025-09-05T10:21:00.912Z,,
9GW2UlwkVhabELr942Oy,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรพิจารณาเรื่องการประชาสัมพันธ์ของ สสร กังขาเรื่องการกุม agenda ในการเผยแพร่ข้อมูล (ซ้ำรอย รธน60),UAUwl0DaojqWo5PD1hl8,2025-07-02T10:20:23.720Z,C176,
9Wg8NXHSoow7w8tIkGoK,เห็นด้วย,2025-09-05T10:41:48.003Z,2025-09-05T10:41:48.003Z,โดยเฉพาะผู้ด้อยโอกาส เช่น ผู้พิการ ก็ควรได้กับการคุ้มครองให้มีทุนสำหรับตั้งต้นชีวิตและประกอบอาชีพ,t6hibvHASB7ImBStKhrw,2025-09-05T10:41:48.003Z,,
9qXSTfTA4Bs9XYApcRWW,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,การไม่อยู่ภายใต้กลุ่มการเมืองทำได้ยาก แต่อาจจะให้เป็น facilitator ที่เป็นคนรวบรวมไอเดีย แต่ไม่ใช่คนออกความเห็น,VWv2kzIsYMLNk5oxEMFe,2025-07-02T10:20:23.720Z,C109,iEQebMJL5nW2f4IVdjos
9tU3F6s7F5AiMcaTfuCz,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,การกระจายอำนาจเป็นหนทางหนึ่งในการพัฒนาประเทศ,53UEd7GeI48aWUYhrgWZ,2025-07-02T10:20:23.720Z,C344,
9vD42917fp3SMYF0oSyA,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ให้มีการตั้งกรรมาธิการ หรืออนุกรรมาธิการเพื่อรับฟังระเด็นเฉพาะแยก ๆ ไป เพื่อรับประกันการรับฟังเสียงจากประชาชน,ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:20:23.720Z,C191,
A80kTqWLUB7YmRMiSwzL,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สื่อ ประชาชน นักวิชาการและภาคประชาสังคมต้องร่วมมือกัน,30iUR5Bs1u2g842KdF3y,2025-07-02T10:20:23.720Z,C159,
ADMVNG8oU91Mw3y63Vfc,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เทคโนโลยีสามารถทำให้วิเคราะห์ Big Data เพื่อช่วยในการตัดสินใจได้,Qq1TpRiXFWMxooMqijVt,2025-07-02T10:20:23.720Z,C322,oNKKsxBjbAXD5gVkyyar
