id,category,group,question_id,distance_to_question,distance_to_center
y02zxIhpl5SrMiqbe6PZ,อื่น ๆ,0,อื่น ๆ-0,0.4260917902,0.3767714
yaBWRUKJeB6kxCpL8yQM,อื่น ๆ,0,อื่น ๆ-0,0.7499658465,0.6189282
zTLIoGDZJsgMorVzRhHE,อื่น ๆ,0,อื่น ๆ-0,0.3888559341,0.24751765
zj1RbSbxQVDaJzzgibvk,อื่น ๆ,0,อื่น ๆ-0,0.788382709,0.64744985
1qjh6KRYbAEPsKG8NUDI,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.3731359243,0.2586376
4i14t622N6uaKqAPYfKD,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3383398056,0.19764537
7nEY2QHVKCI2Ljwoyyno,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3667230606,0.2964239
9InDlkI5HWtLSzJoExBd,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.4270008802,0.24946636
AMhL4FYyP54kMEyMU18G,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.7263590395,0.31868583
BT8x8rmFStJjIMvPB10J,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3565118909,0.19166154
EEcR0NvCxjwK7PH9cKjT,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.6565487385,0.33260083
GBq5BwwKMbbVQc6Y89rE,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.2449775934,0.29983956
GWGd5rdE1uMxAeIT6o9n,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3792196512,0.24557948
HVq2A7jVeLEtRGQrP1Py,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.5810035467,0.23255438
KQU7CiheSFOtWiVDVBxL,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.1942494512,0.12022364
NKpuHPFOMLsCgTwgcHX9,สิทธิเสรีภาพ,4,สิทธิเสรีภาพ-4,0.4175879955,0
NgqW0WIpOqn6lgiInybe,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3820220232,0.29390532
S6GtIWAGWDQXstwOMsxM,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3903042674,0.23439103
U82cTKzPvQ8Jl1jByxpe,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.4656803608,0.2291587
UbT3ZT9TokEuDlA3yap5,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3990889788,0.3001207
YyfjnhJ84S5XvwMrBu0N,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.5625987351,0.2583511
ZAdCNNsmsUjfqIH0m3Px,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4401688576,0.28862917
cwutSB93TI3xH6IKpBn5,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4628482461,0.3242262
kbZeLnr7CIhviuzpi7Y2,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.6515935063,0.31334138
mvuw0PVc9yFEqDYHLU5P,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3807299137,0.23551875
oeotA7s7dRMWvrJarDmJ,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.1452672482,0.18319887
q0DIQV3yASXwqRZaCiFX,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.4366971254,0.27599287
qTAylyGMKxWyYImK7Xnp,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.4618284106,0.30370784
t6hibvHASB7ImBStKhrw,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3670299053,0.32065958
y2QViIPyK0DMuLnnTpmM,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3381572962,0.19030786
ygKCH9AyMU1EHeFyQQIV,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4108595848,0.205253
zvTElyJJO7xqagDkVWdP,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4062509537,0.25425947
2StYx1m4eIDCGmr7yEBp,รัฐสภา,0,รัฐสภา-0,0.5940751135,0.186275
7MvMhsMTnlaGMGsDV1vu,รัฐสภา,1,รัฐสภา-1,0.3800212741,0
GnCjAaUbc2WzgFdhlV2q,รัฐสภา,0,รัฐสภา-0,0.355864048,0.20126325
LXAf0kXAKcDM101rNBdJ,รัฐสภา,0,รัฐสภา-0,0.6832902133,0.1592238
53UEd7GeI48aWUYhrgWZ,การปกครองส่วนท้องถิ่น,0,การปกครองส่วนท้องถิ่น-0,0.2864253521,0.15570736
QnMEfvJp90FiAYeNtnXb,การปกครองส่วนท้องถิ่น,0,การปกครองส่วนท้องถิ่น-0,0.2818521261,0.21700794
YN6sWxsWiErswgs9UaoT,การปกครองส่วนท้องถิ่น,0,การปกครองส่วนท้องถิ่น-0,0.5323989391,0.21291876
hKLtiqzvq6iMHcSRGLMG,การปกครองส่วนท้องถิ่น,1,การปกครองส่วนท้องถิ่น-1,0.163164556,0
9dCsKpEzmEmPYBkmYQOb,การศึกษา,0,การศึกษา-0,0.2429713607,0.24335313
DQeO2c4HGwT5KEdiOMbY,การศึกษา,1,การศึกษา-1,0.5309378505,0
TkX92j12vULJx4imdK55,การศึกษา,0,การศึกษา-0,0.2040560246,0.12855017
aOI4WyDnNVXUtAzVqZsS,การศึกษา,0,การศึกษา-0,0.2650519609,0.29020768
l2BJGEFL0vNtYHherIGp,การศึกษา,0,การศึกษา-0,0.4564762115,0.27023768
rtD7CMjsceEbv2KhEprz,การศึกษา,0,การศึกษา-0,0.3837239742,0.1942417
wODKVw70M0C8blVDMpfL,การศึกษา,0,การศึกษา-0,0.1758634448,0.13583863
zYXQjirGqWnfkYRkKvqD,การศึกษา,0,การศึกษา-0,0.3880700469,0.20499355
A1zhD0A2zDnFjPYoxHqz,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.496083498,0.23939776
NhxEw2QAIrvfKtWj3jWw,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.6389302909,0.31414592
QdwkFxZGRJlXljzJBtz9,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.546518594,0.24055743
TP5bSx8XiFR5Mhs98UPS,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.5637907386,0.22645617
YCi7nXE9o4izX8kl87wS,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.4493774176,0.31987143
khBKlVEnnEalTeRRgKYn,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.5894717574,0.31101918
rdSDbspwBRGjnYsdAdCu,สิ่งแวดล้อม,1,สิ่งแวดล้อม-1,0.3332850933,0
yYjYyd4TeWQsvH5igLmP,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.1169010401,0.23747772
gVOKNIr5SqGSYt4UQGwz,สสร.,5,สสร.-5,0.645848155,0.3989209
1nja4ZhMvSVsjlVvtx9r,สสร.,5,สสร.-5,0.6288957596,0.2822063
1nja4ZhMvSVsjlVvtx9r,สสร.,5,สสร.-5,0.6288957596,0.2822063
1nja4ZhMvSVsjlVvtx9r,สสร.,1,สสร.-1,0.6075383425,0.45684463
JkV4OtnlhvCzKVDYLx7h,สสร.,1,สสร.-1,0.4300608039,0.252553
JkV4OtnlhvCzKVDYLx7h,สสร.,1,สสร.-1,0.4300608039,0.252553
JkV4OtnlhvCzKVDYLx7h,สสร.,0,สสร.-0,0.5329577327,0.2993284
JkV4OtnlhvCzKVDYLx7h,สสร.,4,สสร.-4,0.5492321849,0.2566046
JkV4OtnlhvCzKVDYLx7h,สสร.,6,สสร.-6,0.6027424932,0.34770453
JkV4OtnlhvCzKVDYLx7h,สสร.,7,สสร.-7,0.4837683439,0.3873629
ZDsDi5uzFybyTHDyg7Sh,สสร.,7,สสร.-7,0.3462469578,0.32700908
ZDsDi5uzFybyTHDyg7Sh,สสร.,7,สสร.-7,0.3462469578,0.32700908
mMeEpUAziHDhG50zT935,สสร.,1,สสร.-1,0.4656516314,0.29435354
mMeEpUAziHDhG50zT935,สสร.,1,สสร.-1,0.4656516314,0.29435354
mMeEpUAziHDhG50zT935,สสร.,0,สสร.-0,0.6073220372,0.34126544
mMeEpUAziHDhG50zT935,สสร.,7,สสร.-7,0.4079383016,0.3045314
mMeEpUAziHDhG50zT935,สสร.,8,สสร.-8,0.6836133003,0.30573487
mb426CKotDswSd9rgWPp,สสร.,4,สสร.-4,0.2817743421,0.22994423
mb426CKotDswSd9rgWPp,สสร.,0,สสร.-0,0.6479554772,0.36898214
mb426CKotDswSd9rgWPp,สสร.,4,สสร.-4,0.2817743421,0.22994423
mb426CKotDswSd9rgWPp,สสร.,7,สสร.-7,0.5083264112,0.3901245
8vddQeCXJp9iuCwsqe7l,สสร.,6,สสร.-6,0.39552176,0.39421916
8vddQeCXJp9iuCwsqe7l,สสร.,6,สสร.-6,0.39552176,0.39421916
bpWnfM1sudt4FMI0wS9t,สสร.,1,สสร.-1,0.4624961019,0.31121165
bpWnfM1sudt4FMI0wS9t,สสร.,1,สสร.-1,0.4624961019,0.31121165
ioBTEBAqB3GfzOzop0K3,สสร.,1,สสร.-1,0.2523987293,0.21213514
ioBTEBAqB3GfzOzop0K3,สสร.,1,สสร.-1,0.2523987293,0.21213514
peEZ4F0cByDfdVv4Mh5R,สสร.,1,สสร.-1,0.2146812677,0.30659854
peEZ4F0cByDfdVv4Mh5R,สสร.,1,สสร.-1,0.2146812677,0.30659854
peEZ4F0cByDfdVv4Mh5R,สสร.,8,สสร.-8,0.5430519283,0.2404437
peEZ4F0cByDfdVv4Mh5R,สสร.,4,สสร.-4,0.620816648,0.3711214
MJnDFwit09hLwa9T869f,สสร.,5,สสร.-5,0.6673919857,0.37697494
MJnDFwit09hLwa9T869f,สสร.,1,สสร.-1,0.5617771745,0.35795432
MJnDFwit09hLwa9T869f,สสร.,1,สสร.-1,0.5617771745,0.35795432
5rWaEjqgvDdjO8xjUyME,สสร.,3,สสร.-3,0.626155287,0.28619093
5rWaEjqgvDdjO8xjUyME,สสร.,3,สสร.-3,0.626155287,0.28619093
WBp41ROA3KlO0ByzXmRS,สสร.,7,สสร.-7,0.2015534043,0.14113998
WBp41ROA3KlO0ByzXmRS,สสร.,0,สสร.-0,0.6171195209,0.34570742
WBp41ROA3KlO0ByzXmRS,สสร.,7,สสร.-7,0.2015534043,0.14113998
WBp41ROA3KlO0ByzXmRS,สสร.,1,สสร.-1,0.6419857144,0.39706975
yhZRzAUfUTa7emEn5TrG,สสร.,1,สสร.-1,0.2610040903,0.2054478
yhZRzAUfUTa7emEn5TrG,สสร.,1,สสร.-1,0.2610040903,0.2054478
zAgP9SXKxmB6CHmOVZEj,สสร.,1,สสร.-1,0.4633302689,0.3262447
zAgP9SXKxmB6CHmOVZEj,สสร.,1,สสร.-1,0.4633302689,0.3262447
zAgP9SXKxmB6CHmOVZEj,สสร.,7,สสร.-7,0.4365047812,0.35120618
cOJcvxwPzm0iZ4cHngFC,สสร.,1,สสร.-1,0.4831637144,0.40508348
cOJcvxwPzm0iZ4cHngFC,สสร.,1,สสร.-1,0.4831637144,0.40508348
i7nD4nBuvDJmmwAAfNuk,สสร.,0,สสร.-0,0.7149772644,0.5881712
KxylHYyk2a6LnAUMKuCA,สสร.,0,สสร.-0,0.6687053144,0.39283288
KxylHYyk2a6LnAUMKuCA,สสร.,1,สสร.-1,0.5538156629,0.34904945
KxylHYyk2a6LnAUMKuCA,สสร.,1,สสร.-1,0.5538156629,0.34904945
UleYx7RFuAD5OD6KsFhE,สสร.,5,สสร.-5,0.4589161873,0.23740005
UleYx7RFuAD5OD6KsFhE,สสร.,1,สสร.-1,0.5260280073,0.33325964
UleYx7RFuAD5OD6KsFhE,สสร.,5,สสร.-5,0.4589161873,0.23740005
Qq1TpRiXFWMxooMqijVt,สสร.,1,สสร.-1,0.4004487991,0.23093164
Qq1TpRiXFWMxooMqijVt,สสร.,1,สสร.-1,0.4004487991,0.23093164
Qq1TpRiXFWMxooMqijVt,สสร.,0,สสร.-0,0.5050166249,0.29678285
Qq1TpRiXFWMxooMqijVt,สสร.,6,สสร.-6,0.600033164,0.31757647
Qq1TpRiXFWMxooMqijVt,สสร.,4,สสร.-4,0.6886020899,0.29436255
KnLQ88WRrt7g9gfxdAr1,สสร.,1,สสร.-1,0.5281556845,0.2660774
KnLQ88WRrt7g9gfxdAr1,สสร.,1,สสร.-1,0.5281556845,0.2660774
tB7DEtiqE3Wvd4N16LQd,สสร.,7,สสร.-7,0.3941180706,0.17855978
tB7DEtiqE3Wvd4N16LQd,สสร.,1,สสร.-1,0.5940739512,0.3642695
tB7DEtiqE3Wvd4N16LQd,สสร.,7,สสร.-7,0.3941180706,0.17855978
tB7DEtiqE3Wvd4N16LQd,สสร.,5,สสร.-5,0.6312102973,0.30068505
aCL83gC4Gh7cOdX9XhxE,สสร.,6,สสร.-6,0.7232730091,0.26510125
aCL83gC4Gh7cOdX9XhxE,สสร.,0,สสร.-0,0.5629838407,0.40036803
aCL83gC4Gh7cOdX9XhxE,สสร.,6,สสร.-6,0.7232730091,0.26510125
aCL83gC4Gh7cOdX9XhxE,สสร.,1,สสร.-1,0.5210925341,0.3814894
wnWqZuCRhIESkI8KhmhZ,สสร.,7,สสร.-7,0.3712392449,0.22830802
wnWqZuCRhIESkI8KhmhZ,สสร.,1,สสร.-1,0.5600090623,0.3867938
wnWqZuCRhIESkI8KhmhZ,สสร.,7,สสร.-7,0.3712392449,0.22830802
ENbNmkn2KZh24qMQ3APu,สสร.,6,สสร.-6,0.5606126785,0.3667155
ENbNmkn2KZh24qMQ3APu,สสร.,0,สสร.-0,0.6352583766,0.36304158
ENbNmkn2KZh24qMQ3APu,สสร.,0,สสร.-0,0.6352583766,0.36304158
oRaHQAaxlJ5gKS85cssh,สสร.,6,สสร.-6,0.3527650237,0.3175217
oRaHQAaxlJ5gKS85cssh,สสร.,0,สสร.-0,0.7758069932,0.46039546
oRaHQAaxlJ5gKS85cssh,สสร.,6,สสร.-6,0.3527650237,0.3175217
oRaHQAaxlJ5gKS85cssh,สสร.,3,สสร.-3,0.4377017021,0.38231337
FTlX1sG1A34X6v4SF2KR,สสร.,4,สสร.-4,0.1834990978,0.2207712
FTlX1sG1A34X6v4SF2KR,สสร.,4,สสร.-4,0.1834990978,0.2207712
FTlX1sG1A34X6v4SF2KR,สสร.,0,สสร.-0,0.6175162196,0.39724833
Pl9XOn5DOwkr51BNH2hh,สสร.,6,สสร.-6,0.6326497197,0.2487511
Pl9XOn5DOwkr51BNH2hh,สสร.,0,สสร.-0,0.5663660765,0.33239472
Pl9XOn5DOwkr51BNH2hh,สสร.,6,สสร.-6,0.6326497197,0.2487511
